Number,Order ID,Order Date,SKU,Product Name,Category,Qty,Selling Price,Customer City,State,Order Status
246,MS2606246,46196,SKU108,Palazzo Set,Kurta Sets,2,3798,Hyderabad,Telangana,Delivered
247,MS2606247,46197,SKU101,Floral Cotton Kurti,Women's Kurtis,1,799,Surat,Gujarat,Delivered
248,MS2606248,46197,SKU105,Embroidered Kurti,Women's Kurtis,1,999,Delhi,Delhi,Returned
249,MS2606249,46198,SKU111,Casual Maxi Dress,Dresses,1,1599,Jaipur,Rajasthan,Delivered
250,MS2606250,46198,SKU103,Anarkali Kurti,Women's Kurtis,2,2398,Delhi,Delhi,Delivered
251,MS2606251,46199,SKU106,Cotton Kurta Set,Kurta Sets,1,1399,Delhi,Delhi,Delivered
252,MS2606252,46199,SKU109,Festive Kurti,Women's Kurtis,2,2398,Jaipur,Rajasthan,Delivered
253,MS2606253,46199,SKU101,Floral Cotton Kurti,Women's Kurtis,1,799,Lucknow,Uttar Pradesh,Delivered
254,MS2606254,46199,SKU112,Chikankari Kurti,Women's Kurtis,1,1299,Noida,Uttar Pradesh,Delivered
255,MS2606255,46199,SKU108,Palazzo Set,Kurta Sets,2,3798,Mumbai,Maharashtra,Delivered
256,MS2606256,46200,SKU104,Straight Kurta Set,Kurta Sets,1,1699,Pune,Maharashtra,Delivered
257,MS2606257,46200,SKU110,Cotton Printed Dress,Dresses,1,1399,Ahmedabad,Gujarat,Delivered
258,MS2606258,46200,SKU103,Anarkali Kurti,Women's Kurtis,2,2398,Patna,Bihar,Delivered
259,MS2606259,46200,SKU107,Printed A-Line Kurti,Women's Kurtis,1,899,Delhi,Delhi,Delivered
260,MS2606260,46200,SKU111,Casual Maxi Dress,Dresses,2,3198,Indore,Madhya Pradesh,Returned
261,MS2606261,46200,SKU102,Rayon Printed Kurti,Women's Kurtis,1,749,Jaipur,Rajasthan,Delivered
262,MS2606262,46201,SKU105,Embroidered Kurti,Women's Kurtis,2,1998,Chandigarh,Chandigarh,Delivered
263,MS2606263,46201,SKU109,Festive Kurti,Women's Kurtis,1,1199,Delhi,Delhi,Delivered
264,MS2606264,46201,SKU101,Floral Cotton Kurti,Women's Kurtis,3,2397,Surat,Gujarat,Delivered
265,MS2606265,46201,SKU104,Straight Kurta Set,Kurta Sets,1,1699,Hyderabad,Telangana,Delivered
266,MS2606266,46201,SKU112,Chikankari Kurti,Women's Kurtis,2,2598,Kochi,Kerala,Delivered
267,MS2606267,46201,SKU108,Palazzo Set,Kurta Sets,1,1899,Ghaziabad,Uttar Pradesh,Delivered
268,MS2606268,46202,SKU103,Anarkali Kurti,Women's Kurtis,1,1199,Delhi,Delhi,Delivered
269,MS2606269,46202,SKU111,Casual Maxi Dress,Dresses,1,1599,Nagpur,Maharashtra,Delivered
270,MS2606270,46202,SKU107,Printed A-Line Kurti,Women's Kurtis,2,1798,Meerut,Uttar Pradesh,Delivered
271,MS2606271,46202,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Ranchi,Jharkhand,Delivered
272,MS2606272,46202,SKU106,Cotton Kurta Set,Kurta Sets,1,1399,Delhi,Delhi,Delivered
273,MS2606273,46202,SKU109,Festive Kurti,Women's Kurtis,3,3597,Bhopal,Madhya Pradesh,Delivered
274,MS2606274,46202,SKU110,Cotton Printed Dress,Dresses,2,2798,Agra,Uttar Pradesh,Delivered
275,MS2606275,46202,SKU102,Rayon Printed Kurti,Women's Kurtis,1,749,Delhi,Delhi,Delivered
276,MS2606276,46203,SKU104,Straight Kurta Set,Kurta Sets,2,3398,Ludhiana,Punjab,Delivered
277,MS2606277,46203,SKU112,Chikankari Kurti,Women's Kurtis,1,1299,Kolkata,West Bengal,Delivered
278,MS2606278,46203,SKU105,Embroidered Kurti,Women's Kurtis,1,999,Vadodara,Gujarat,Delivered
279,MS2606279,46203,SKU108,Palazzo Set,Kurta Sets,1,1899,Bengaluru,Karnataka,Delivered
280,MS2606280,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Delhi,Delhi,Delivered
281,MS2606281,46203,SKU103,Anarkali Kurti,Women's Kurtis,1,1199,Jaipur,Rajasthan,Delivered
282,MS2606282,46203,SKU111,Casual Maxi Dress,Dresses,2,3198,Noida,Uttar Pradesh,Delivered
283,MS2606283,46203,SKU109,Festive Kurti,Women's Kurtis,1,1199,Mumbai,Maharashtra,Delivered
284,MS2606284,46203,SKU107,Printed A-Line Kurti,Women's Kurtis,3,2697,Delhi,Delhi,Delivered
285,MS2606285,46203,SKU110,Cotton Printed Dress,Dresses,1,1399,Pune,Maharashtra,Delivered
286,MS2606286,46203,SKU102,Rayon Printed Kurti,Women's Kurtis,2,1498,Ahmedabad,Gujarat,Returned
287,MS2606287,46203,SKU106,Cotton Kurta Set,Kurta Sets,2,2798,Kanpur,Uttar Pradesh,Delivered
288,MS2606288,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,1,799,Delhi,Delhi,Delivered
289,MS2606289,46203,SKU112,Chikankari Kurti,Women's Kurtis,2,2598,Lucknow,Uttar Pradesh,Delivered
290,MS2606290,46203,SKU108,Palazzo Set,Kurta Sets,2,3798,Patna,Bihar,Delivered
291,MS2606291,46203,SKU104,Straight Kurta Set,Kurta Sets,1,1699,Indore,Madhya Pradesh,Delivered
292,MS2606292,46203,SKU105,Embroidered Kurti,Women's Kurtis,2,1998,Delhi,Delhi,Delivered
293,MS2606293,46203,SKU103,Anarkali Kurti,Women's Kurtis,2,2398,Chandigarh,Chandigarh,Delivered
294,MS2606294,46203,SKU109,Festive Kurti,Women's Kurtis,1,1199,Kochi,Kerala,Delivered
295,MS2606295,46203,SKU111,Casual Maxi Dress,Dresses,1,1599,Surat,Gujarat,Delivered
296,MS2606296,46203,SKU107,Printed A-Line Kurti,Women's Kurtis,1,899,Hyderabad,Telangana,Delivered
297,MS2606297,46203,SKU102,Rayon Printed Kurti,Women's Kurtis,3,2247,Delhi,Delhi,Delivered
298,MS2606298,46203,SKU110,Cotton Printed Dress,Dresses,2,2798,Jaipur,Rajasthan,Delivered
299,MS2606299,46203,SKU106,Cotton Kurta Set,Kurta Sets,1,1399,Ghaziabad,Uttar Pradesh,Delivered
300,MS2606300,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Delhi,Delhi,Delivered
301,MS2606301,46199,SKU103,Anarkali Kurti,Women's Kurtis,2,2398,Delhi,Delhi,Delivered
302,MS2606302,46199,SKU111,Casual Maxi Dress,Dresses,1,1599,Jaipur,Rajasthan,Delivered
303,MS2606303,46199,SKU108,Palazzo Set,Kurta Sets,1,1899,Lucknow,Uttar Pradesh,Delivered
304,MS2606304,46199,SKU105,Embroidered Kurti,Women's Kurtis,1,999,Mumbai,Maharashtra,Delivered
305,MS2606305,46199,SKU101,Floral Cotton Kurti,Women's Kurtis,3,2397,Noida,Uttar Pradesh,Delivered
306,MS2606306,46200,SKU104,Straight Kurta Set,Kurta Sets,2,3398,Delhi,Delhi,Delivered
307,MS2606307,46200,SKU112,Chikankari Kurti,Women's Kurtis,1,1299,Pune,Maharashtra,Delivered
308,MS2606308,46200,SKU109,Festive Kurti,Women's Kurtis,2,2398,Ahmedabad,Gujarat,Delivered
309,MS2606309,46200,SKU102,Rayon Printed Kurti,Women's Kurtis,1,749,Patna,Bihar,Delivered
310,MS2606310,46200,SKU110,Cotton Printed Dress,Dresses,2,2798,Chandigarh,Chandigarh,Delivered
311,MS2606311,46200,SKU106,Cotton Kurta Set,Kurta Sets,1,1399,Delhi,Delhi,Returned
312,MS2606312,46201,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Surat,Gujarat,Delivered
313,MS2606313,46201,SKU107,Printed A-Line Kurti,Women's Kurtis,1,899,Indore,Madhya Pradesh,Delivered
314,MS2606314,46201,SKU103,Anarkali Kurti,Women's Kurtis,1,1199,Kochi,Kerala,Delivered
315,MS2606315,46201,SKU111,Casual Maxi Dress,Dresses,2,3198,Delhi,Delhi,Delivered
316,MS2606316,46201,SKU104,Straight Kurta Set,Kurta Sets,1,1699,Jaipur,Rajasthan,Delivered
317,MS2606317,46201,SKU108,Palazzo Set,Kurta Sets,2,3798,Hyderabad,Telangana,Delivered
318,MS2606318,46201,SKU105,Embroidered Kurti,Women's Kurtis,1,999,Meerut,Uttar Pradesh,Delivered
319,MS2606319,46202,SKU112,Chikankari Kurti,Women's Kurtis,2,2598,Delhi,Delhi,Delivered
320,MS2606320,46202,SKU109,Festive Kurti,Women's Kurtis,1,1199,Ghaziabad,Uttar Pradesh,Delivered
321,MS2606321,46202,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Ranchi,Jharkhand,Delivered
322,MS2606322,46202,SKU106,Cotton Kurta Set,Kurta Sets,2,2798,Bhopal,Madhya Pradesh,Delivered
323,MS2606323,46202,SKU110,Cotton Printed Dress,Dresses,1,1399,Delhi,Delhi,Delivered
324,MS2606324,46202,SKU107,Printed A-Line Kurti,Women's Kurtis,2,1798,Agra,Uttar Pradesh,Delivered
325,MS2606325,46202,SKU102,Rayon Printed Kurti,Women's Kurtis,3,2247,Jaipur,Rajasthan,Delivered
326,MS2606326,46203,SKU104,Straight Kurta Set,Kurta Sets,1,1699,Mumbai,Maharashtra,Delivered
327,MS2606327,46203,SKU111,Casual Maxi Dress,Dresses,1,1599,Delhi,Delhi,Delivered
328,MS2606328,46203,SKU103,Anarkali Kurti,Women's Kurtis,2,2398,Bengaluru,Karnataka,Delivered
329,MS2606329,46203,SKU105,Embroidered Kurti,Women's Kurtis,2,1998,Patna,Bihar,Delivered
330,MS2606330,46203,SKU108,Palazzo Set,Kurta Sets,1,1899,Ahmedabad,Gujarat,Delivered
331,MS2606331,46203,SKU112,Chikankari Kurti,Women's Kurtis,1,1299,Delhi,Delhi,Delivered
332,MS2606332,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,1,799,Lucknow,Uttar Pradesh,Delivered
333,MS2606333,46203,SKU109,Festive Kurti,Women's Kurtis,2,2398,Chandigarh,Chandigarh,Delivered
334,MS2606334,46203,SKU106,Cotton Kurta Set,Kurta Sets,1,1399,Pune,Maharashtra,Delivered
335,MS2606335,46203,SKU110,Cotton Printed Dress,Dresses,2,2798,Delhi,Delhi,Delivered
336,MS2606336,46203,SKU102,Rayon Printed Kurti,Women's Kurtis,1,749,Jaipur,Rajasthan,Returned
337,MS2606337,46203,SKU107,Printed A-Line Kurti,Women's Kurtis,3,2697,Hyderabad,Telangana,Delivered
338,MS2606338,46203,SKU111,Casual Maxi Dress,Dresses,1,1599,Kochi,Kerala,Delivered
339,MS2606339,46203,SKU104,Straight Kurta Set,Kurta Sets,2,3398,Delhi,Delhi,Delivered
340,MS2606340,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Kolkata,West Bengal,Delivered
341,MS2606341,46203,SKU103,Anarkali Kurti,Women's Kurtis,1,1199,Surat,Gujarat,Delivered
342,MS2606342,46203,SKU105,Embroidered Kurti,Women's Kurtis,1,999,Indore,Madhya Pradesh,Delivered
343,MS2606343,46203,SKU112,Chikankari Kurti,Women's Kurtis,2,2598,Delhi,Delhi,Delivered
344,MS2606344,46203,SKU108,Palazzo Set,Kurta Sets,2,3798,Noida,Uttar Pradesh,Delivered
345,MS2606345,46203,SKU109,Festive Kurti,Women's Kurtis,1,1199,Vadodara,Gujarat,Delivered
346,MS2606346,46203,SKU106,Cotton Kurta Set,Kurta Sets,2,2798,Kanpur,Uttar Pradesh,Delivered
347,MS2606347,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,1,799,Delhi,Delhi,Delivered
348,MS2606348,46203,SKU110,Cotton Printed Dress,Dresses,1,1399,Jaipur,Rajasthan,Delivered
349,MS2606349,46203,SKU107,Printed A-Line Kurti,Women's Kurtis,2,1798,Nagpur,Maharashtra,Delivered
350,MS2606350,46203,SKU112,Chikankari Kurti,Women's Kurtis,3,3897,Delhi,Delhi,Delivered
351,MS2606351,46199,SKU109,Festive Kurti,Women's Kurtis,2,2398,Delhi,Delhi,Delivered
352,MS2606352,46199,SKU104,Straight Kurta Set,Kurta Sets,1,1699,Jaipur,Rajasthan,Delivered
353,MS2606353,46199,SKU101,Floral Cotton Kurti,Women's Kurtis,1,799,Lucknow,Uttar Pradesh,Delivered
354,MS2606354,46199,SKU111,Casual Maxi Dress,Dresses,2,3198,Mumbai,Maharashtra,Delivered
355,MS2606355,46199,SKU106,Cotton Kurta Set,Kurta Sets,1,1399,Noida,Uttar Pradesh,Delivered
356,MS2606356,46200,SKU103,Anarkali Kurti,Women's Kurtis,2,2398,Ahmedabad,Gujarat,Delivered
357,MS2606357,46200,SKU112,Chikankari Kurti,Women's Kurtis,1,1299,Delhi,Delhi,Delivered
358,MS2606358,46200,SKU108,Palazzo Set,Kurta Sets,2,3798,Pune,Maharashtra,Delivered
359,MS2606359,46200,SKU102,Rayon Printed Kurti,Women's Kurtis,1,749,Patna,Bihar,Delivered
360,MS2606360,46200,SKU105,Embroidered Kurti,Women's Kurtis,1,999,Chandigarh,Chandigarh,Delivered
361,MS2606361,46200,SKU110,Cotton Printed Dress,Dresses,2,2798,Delhi,Delhi,Returned
362,MS2606362,46201,SKU101,Floral Cotton Kurti,Women's Kurtis,3,2397,Surat,Gujarat,Delivered
363,MS2606363,46201,SKU107,Printed A-Line Kurti,Women's Kurtis,2,1798,Indore,Madhya Pradesh,Delivered
364,MS2606364,46201,SKU109,Festive Kurti,Women's Kurtis,1,1199,Kochi,Kerala,Delivered
365,MS2606365,46201,SKU104,Straight Kurta Set,Kurta Sets,2,3398,Delhi,Delhi,Delivered
366,MS2606366,46201,SKU112,Chikankari Kurti,Women's Kurtis,2,2598,Jaipur,Rajasthan,Delivered
367,MS2606367,46201,SKU106,Cotton Kurta Set,Kurta Sets,1,1399,Ghaziabad,Uttar Pradesh,Delivered
368,MS2606368,46202,SKU103,Anarkali Kurti,Women's Kurtis,1,1199,Ranchi,Jharkhand,Delivered
369,MS2606369,46202,SKU111,Casual Maxi Dress,Dresses,1,1599,Nagpur,Maharashtra,Delivered
370,MS2606370,46202,SKU108,Palazzo Set,Kurta Sets,1,1899,Meerut,Uttar Pradesh,Delivered
371,MS2606371,46202,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Delhi,Delhi,Delivered
372,MS2606372,46202,SKU109,Festive Kurti,Women's Kurtis,3,3597,Bhopal,Madhya Pradesh,Delivered
373,MS2606373,46202,SKU102,Rayon Printed Kurti,Women's Kurtis,2,1498,Agra,Uttar Pradesh,Delivered
374,MS2606374,46202,SKU105,Embroidered Kurti,Women's Kurtis,2,1998,Delhi,Delhi,Delivered
375,MS2606375,46202,SKU110,Cotton Printed Dress,Dresses,1,1399,Jaipur,Rajasthan,Delivered
376,MS2606376,46203,SKU104,Straight Kurta Set,Kurta Sets,2,3398,Ludhiana,Punjab,Delivered
377,MS2606377,46203,SKU112,Chikankari Kurti,Women's Kurtis,1,1299,Kolkata,West Bengal,Delivered
378,MS2606378,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Vadodara,Gujarat,Delivered
379,MS2606379,46203,SKU108,Palazzo Set,Kurta Sets,2,3798,Bengaluru,Karnataka,Delivered
380,MS2606380,46203,SKU103,Anarkali Kurti,Women's Kurtis,2,2398,Delhi,Delhi,Delivered
381,MS2606381,46203,SKU111,Casual Maxi Dress,Dresses,1,1599,Jaipur,Rajasthan,Delivered
382,MS2606382,46203,SKU109,Festive Kurti,Women's Kurtis,2,2398,Noida,Uttar Pradesh,Delivered
383,MS2606383,46203,SKU107,Printed A-Line Kurti,Women's Kurtis,3,2697,Mumbai,Maharashtra,Delivered
384,MS2606384,46203,SKU106,Cotton Kurta Set,Kurta Sets,1,1399,Delhi,Delhi,Delivered
385,MS2606385,46203,SKU102,Rayon Printed Kurti,Women's Kurtis,1,749,Pune,Maharashtra,Returned
386,MS2606386,46203,SKU110,Cotton Printed Dress,Dresses,2,2798,Ahmedabad,Gujarat,Delivered
387,MS2606387,46203,SKU104,Straight Kurta Set,Kurta Sets,1,1699,Kanpur,Uttar Pradesh,Delivered
388,MS2606388,46203,SKU105,Embroidered Kurti,Women's Kurtis,1,999,Delhi,Delhi,Delivered
389,MS2606389,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Lucknow,Uttar Pradesh,Delivered
390,MS2606390,46203,SKU112,Chikankari Kurti,Women's Kurtis,2,2598,Patna,Bihar,Delivered
391,MS2606391,46203,SKU103,Anarkali Kurti,Women's Kurtis,1,1199,Indore,Madhya Pradesh,Delivered
392,MS2606392,46203,SKU109,Festive Kurti,Women's Kurtis,1,1199,Chandigarh,Chandigarh,Delivered
393,MS2606393,46203,SKU108,Palazzo Set,Kurta Sets,2,3798,Kochi,Kerala,Delivered
394,MS2606394,46203,SKU107,Printed A-Line Kurti,Women's Kurtis,1,899,Surat,Gujarat,Delivered
395,MS2606395,46203,SKU111,Casual Maxi Dress,Dresses,2,3198,Hyderabad,Telangana,Delivered
396,MS2606396,46203,SKU106,Cotton Kurta Set,Kurta Sets,2,2798,Delhi,Delhi,Delivered
397,MS2606397,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,1,799,Jaipur,Rajasthan,Delivered
398,MS2606398,46203,SKU110,Cotton Printed Dress,Dresses,1,1399,Ghaziabad,Uttar Pradesh,Delivered
399,MS2606399,46203,SKU105,Embroidered Kurti,Women's Kurtis,2,1998,Nagpur,Maharashtra,Delivered
400,MS2606400,46203,SKU112,Chikankari Kurti,Women's Kurtis,3,3897,Delhi,Delhi,Delivered
401,MS2606401,46199,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Delhi,Delhi,Delivered
402,MS2606402,46199,SKU108,Palazzo Set,Kurta Sets,1,1899,Jaipur,Rajasthan,Delivered
403,MS2606403,46199,SKU109,Festive Kurti,Women's Kurtis,1,1199,Lucknow,Uttar Pradesh,Delivered
404,MS2606404,46199,SKU104,Straight Kurta Set,Kurta Sets,2,3398,Mumbai,Maharashtra,Delivered
405,MS2606405,46199,SKU111,Casual Maxi Dress,Dresses,1,1599,Noida,Uttar Pradesh,Delivered
406,MS2606406,46200,SKU103,Anarkali Kurti,Women's Kurtis,2,2398,Ahmedabad,Gujarat,Delivered
407,MS2606407,46200,SKU112,Chikankari Kurti,Women's Kurtis,2,2598,Delhi,Delhi,Delivered
408,MS2606408,46200,SKU107,Printed A-Line Kurti,Women's Kurtis,1,899,Pune,Maharashtra,Delivered
409,MS2606409,46200,SKU102,Rayon Printed Kurti,Women's Kurtis,3,2247,Patna,Bihar,Delivered
410,MS2606410,46200,SKU106,Cotton Kurta Set,Kurta Sets,1,1399,Chandigarh,Chandigarh,Returned
411,MS2606411,46200,SKU105,Embroidered Kurti,Women's Kurtis,2,1998,Delhi,Delhi,Delivered
412,MS2606412,46201,SKU110,Cotton Printed Dress,Dresses,1,1399,Surat,Gujarat,Delivered
413,MS2606413,46201,SKU101,Floral Cotton Kurti,Women's Kurtis,3,2397,Indore,Madhya Pradesh,Delivered
414,MS2606414,46201,SKU108,Palazzo Set,Kurta Sets,2,3798,Kochi,Kerala,Delivered
415,MS2606415,46201,SKU109,Festive Kurti,Women's Kurtis,2,2398,Delhi,Delhi,Delivered
416,MS2606416,46201,SKU104,Straight Kurta Set,Kurta Sets,1,1699,Jaipur,Rajasthan,Delivered
417,MS2606417,46201,SKU111,Casual Maxi Dress,Dresses,2,3198,Ghaziabad,Uttar Pradesh,Delivered
418,MS2606418,46202,SKU103,Anarkali Kurti,Women's Kurtis,1,1199,Ranchi,Jharkhand,Delivered
419,MS2606419,46202,SKU112,Chikankari Kurti,Women's Kurtis,1,1299,Nagpur,Maharashtra,Delivered
420,MS2606420,46202,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Meerut,Uttar Pradesh,Delivered
421,MS2606421,46202,SKU106,Cotton Kurta Set,Kurta Sets,2,2798,Delhi,Delhi,Delivered
422,MS2606422,46202,SKU109,Festive Kurti,Women's Kurtis,3,3597,Bhopal,Madhya Pradesh,Delivered
423,MS2606423,46202,SKU110,Cotton Printed Dress,Dresses,1,1399,Agra,Uttar Pradesh,Delivered
424,MS2606424,46202,SKU107,Printed A-Line Kurti,Women's Kurtis,2,1798,Jaipur,Rajasthan,Delivered
425,MS2606425,46202,SKU102,Rayon Printed Kurti,Women's Kurtis,1,749,Delhi,Delhi,Delivered
426,MS2606426,46203,SKU104,Straight Kurta Set,Kurta Sets,2,3398,Ludhiana,Punjab,Delivered
427,MS2606427,46203,SKU105,Embroidered Kurti,Women's Kurtis,1,999,Kolkata,West Bengal,Delivered
428,MS2606428,46203,SKU108,Palazzo Set,Kurta Sets,2,3798,Vadodara,Gujarat,Delivered
429,MS2606429,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,1,799,Bengaluru,Karnataka,Delivered
430,MS2606430,46203,SKU103,Anarkali Kurti,Women's Kurtis,2,2398,Delhi,Delhi,Delivered
431,MS2606431,46203,SKU111,Casual Maxi Dress,Dresses,1,1599,Jaipur,Rajasthan,Delivered
432,MS2606432,46203,SKU109,Festive Kurti,Women's Kurtis,2,2398,Noida,Uttar Pradesh,Delivered
433,MS2606433,46203,SKU107,Printed A-Line Kurti,Women's Kurtis,1,899,Mumbai,Maharashtra,Delivered
434,MS2606434,46203,SKU106,Cotton Kurta Set,Kurta Sets,2,2798,Delhi,Delhi,Delivered
435,MS2606435,46203,SKU102,Rayon Printed Kurti,Women's Kurtis,2,1498,Pune,Maharashtra,Returned
436,MS2606436,46203,SKU110,Cotton Printed Dress,Dresses,2,2798,Ahmedabad,Gujarat,Delivered
437,MS2606437,46203,SKU104,Straight Kurta Set,Kurta Sets,1,1699,Kanpur,Uttar Pradesh,Delivered
438,MS2606438,46203,SKU112,Chikankari Kurti,Women's Kurtis,2,2598,Delhi,Delhi,Delivered
439,MS2606439,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Lucknow,Uttar Pradesh,Delivered
440,MS2606440,46203,SKU105,Embroidered Kurti,Women's Kurtis,1,999,Patna,Bihar,Delivered
441,MS2606441,46203,SKU103,Anarkali Kurti,Women's Kurtis,2,2398,Indore,Madhya Pradesh,Delivered
442,MS2606442,46203,SKU109,Festive Kurti,Women's Kurtis,1,1199,Chandigarh,Chandigarh,Delivered
443,MS2606443,46203,SKU108,Palazzo Set,Kurta Sets,1,1899,Kochi,Kerala,Delivered
444,MS2606444,46203,SKU107,Printed A-Line Kurti,Women's Kurtis,3,2697,Surat,Gujarat,Delivered
445,MS2606445,46203,SKU111,Casual Maxi Dress,Dresses,1,1599,Hyderabad,Telangana,Delivered
446,MS2606446,46203,SKU106,Cotton Kurta Set,Kurta Sets,1,1399,Delhi,Delhi,Delivered
447,MS2606447,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,3,2397,Jaipur,Rajasthan,Delivered
448,MS2606448,46203,SKU110,Cotton Printed Dress,Dresses,1,1399,Ghaziabad,Uttar Pradesh,Delivered
449,MS2606449,46203,SKU105,Embroidered Kurti,Women's Kurtis,2,1998,Nagpur,Maharashtra,Delivered
450,MS2606450,46203,SKU112,Chikankari Kurti,Women's Kurtis,1,1299,Delhi,Delhi,Delivered
451,MS2606451,46199,SKU109,Festive Kurti,Women's Kurtis,1,1199,Delhi,Delhi,Delivered
452,MS2606452,46199,SKU104,Straight Kurta Set,Kurta Sets,2,3398,Jaipur,Rajasthan,Delivered
453,MS2606453,46199,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Lucknow,Uttar Pradesh,Delivered
454,MS2606454,46199,SKU111,Casual Maxi Dress,Dresses,1,1599,Mumbai,Maharashtra,Delivered
455,MS2606455,46199,SKU106,Cotton Kurta Set,Kurta Sets,2,2798,Noida,Uttar Pradesh,Delivered
456,MS2606456,46200,SKU103,Anarkali Kurti,Women's Kurtis,1,1199,Ahmedabad,Gujarat,Delivered
457,MS2606457,46200,SKU112,Chikankari Kurti,Women's Kurtis,2,2598,Delhi,Delhi,Delivered
458,MS2606458,46200,SKU108,Palazzo Set,Kurta Sets,1,1899,Pune,Maharashtra,Delivered
459,MS2606459,46200,SKU102,Rayon Printed Kurti,Women's Kurtis,2,1498,Patna,Bihar,Delivered
460,MS2606460,46200,SKU105,Embroidered Kurti,Women's Kurtis,1,999,Chandigarh,Chandigarh,Returned
461,MS2606461,46200,SKU110,Cotton Printed Dress,Dresses,2,2798,Delhi,Delhi,Delivered
462,MS2606462,46201,SKU101,Floral Cotton Kurti,Women's Kurtis,1,799,Surat,Gujarat,Delivered
463,MS2606463,46201,SKU107,Printed A-Line Kurti,Women's Kurtis,2,1798,Indore,Madhya Pradesh,Delivered
464,MS2606464,46201,SKU109,Festive Kurti,Women's Kurtis,3,3597,Kochi,Kerala,Delivered
465,MS2606465,46201,SKU104,Straight Kurta Set,Kurta Sets,1,1699,Delhi,Delhi,Delivered
466,MS2606466,46201,SKU112,Chikankari Kurti,Women's Kurtis,1,1299,Jaipur,Rajasthan,Delivered
467,MS2606467,46201,SKU106,Cotton Kurta Set,Kurta Sets,2,2798,Ghaziabad,Uttar Pradesh,Delivered
468,MS2606468,46202,SKU103,Anarkali Kurti,Women's Kurtis,2,2398,Ranchi,Jharkhand,Delivered
469,MS2606469,46202,SKU111,Casual Maxi Dress,Dresses,1,1599,Nagpur,Maharashtra,Delivered
470,MS2606470,46202,SKU108,Palazzo Set,Kurta Sets,2,3798,Meerut,Uttar Pradesh,Delivered
471,MS2606471,46202,SKU101,Floral Cotton Kurti,Women's Kurtis,3,2397,Delhi,Delhi,Delivered
472,MS2606472,46202,SKU109,Festive Kurti,Women's Kurtis,1,1199,Bhopal,Madhya Pradesh,Delivered
473,MS2606473,46202,SKU102,Rayon Printed Kurti,Women's Kurtis,1,749,Agra,Uttar Pradesh,Delivered
474,MS2606474,46202,SKU105,Embroidered Kurti,Women's Kurtis,2,1998,Delhi,Delhi,Delivered
475,MS2606475,46202,SKU110,Cotton Printed Dress,Dresses,2,2798,Jaipur,Rajasthan,Delivered
476,MS2606476,46203,SKU104,Straight Kurta Set,Kurta Sets,1,1699,Ludhiana,Punjab,Delivered
477,MS2606477,46203,SKU112,Chikankari Kurti,Women's Kurtis,2,2598,Kolkata,West Bengal,Delivered
478,MS2606478,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Vadodara,Gujarat,Delivered
479,MS2606479,46203,SKU108,Palazzo Set,Kurta Sets,1,1899,Bengaluru,Karnataka,Delivered
480,MS2606480,46203,SKU103,Anarkali Kurti,Women's Kurtis,1,1199,Delhi,Delhi,Delivered
481,MS2606481,46203,SKU111,Casual Maxi Dress,Dresses,2,3198,Jaipur,Rajasthan,Delivered
482,MS2606482,46203,SKU109,Festive Kurti,Women's Kurtis,2,2398,Noida,Uttar Pradesh,Delivered
483,MS2606483,46203,SKU107,Printed A-Line Kurti,Women's Kurtis,1,899,Mumbai,Maharashtra,Delivered
484,MS2606484,46203,SKU106,Cotton Kurta Set,Kurta Sets,1,1399,Delhi,Delhi,Delivered
485,MS2606485,46203,SKU102,Rayon Printed Kurti,Women's Kurtis,3,2247,Pune,Maharashtra,Delivered
486,MS2606486,46203,SKU110,Cotton Printed Dress,Dresses,1,1399,Ahmedabad,Gujarat,Delivered
487,MS2606487,46203,SKU104,Straight Kurta Set,Kurta Sets,2,3398,Kanpur,Uttar Pradesh,Delivered
488,MS2606488,46203,SKU105,Embroidered Kurti,Women's Kurtis,1,999,Delhi,Delhi,Delivered
489,MS2606489,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Lucknow,Uttar Pradesh,Delivered
490,MS2606490,46203,SKU112,Chikankari Kurti,Women's Kurtis,1,1299,Patna,Bihar,Delivered
491,MS2606491,46203,SKU103,Anarkali Kurti,Women's Kurtis,2,2398,Indore,Madhya Pradesh,Delivered
